工单ID,质检结果,质检备注,问题分类,对话内容
115687831334354944,合格,,充值问题-其他-其他,"2024-08-17 16:23:42 [玩家] ***:
    
    문제 피드백: 문의번호 ****** 에 이어지는글입니다
앱스토어 내 결제방법을 다른 카드로 바꿨더니 정상적으로 결제처리 완료되었습니다 그래도 재화회수가 되는건가요?
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: 

2024-08-17 17:30:53 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    결제하신 상품이 환불 및 취소처리가 되지 않고 추후 정상적으로 결제가 되었을 경우 재화 회수처리는 되지 않는 점 안내드립니다
    개척자님의 문의에 조금이나마 도움이 되었기를 바라오며
    기타 문의사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115687655442022400,合格,,游戏问题-系统-其他,"2024-08-17 15:40:02 [玩家] ***:
    
    问题详情描述: 幽囚狱宝箱22/23,但全图已找不到宝箱了。
    图片上传(最多上传5张图片,10MB以下): 
    视频上传 (最多上传10个视频，每个视频容量不超过200MB，且仅支持mp4, .webm, .ogg, .mov): 
    联系邮箱: ***@***.***

2024-08-17 17:59:24 [客服] ***:
    亲爱的开拓者，
    感谢您与我们联系~！
    我们建议开拓者先尝试寻找宝箱。开拓者可以参考网上的攻略影片来帮助您寻找战利品。
    您也可以通过HoYoLAB>圈子:崩坏:星穹铁道>HoYo Guides 工具中的「崩坏:星穹铁道地图」参考一下哦~或许可以加快您找到战利品的速度。
    https://www.hoyolab.com/circles/6/40/feed?page_type=40&page_sort=hot
    感谢您的体谅与支持，愿您在星穹列车上有个美好的旅途！
    《崩坏：星穹铁道》客服团队

"
115687436197363712,合格,"登錄 -> 登入
信息 -> 資料
視頻 -> 錄影",游戏问题-客户端问题-闪退/崩溃,"2024-08-17 14:45:34 [玩家] ***:
    
    問題描述: 我的第九代iPad 17·5·1經常閃退
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-17 15:45:19 [客服] ***:
    親愛的開拓者您好，
    感謝您的來信。
    非常抱歉聽到您在遊戲中遇到反覆閃退的問題，我們建議開拓者嘗試以下可能有幫助的排除故障提示：
    1. 斷開任何 VPN 或代理連接。
    2. 重新啟動您的設備。
    3. 嘗試不同的網絡連接（如果您使用的是 Wi-Fi，請嘗試使用您的移動數據或其他可用的 Wi-Fi）。
    4. 在設備設置中將您的 DNS 更改為自動。
    5. 重新啟動您的互聯網/路由器 - 直接從電源中拔掉，等待 5 分鐘，然後重新插回。
    6. 嘗試“檔案檢查”，在登錄畫面選擇“更新”，然後選擇“確認”。
    如果問題仍然存在，請在回覆中提供以下信息：
    1. 問題的截圖/視頻
    2. 閃退問題發生的時間：
    在此期間，感謝您的耐心和合作，希望開拓者一切順利。
    《崩壞：星穹鐵道》客服團隊

"
115687433512943617,合格,good job~,特殊问题-其他问题-其他问题,"2024-08-17 14:44:54 [玩家] ***:
    
    Описание проблемы: Здравствуйте! Сегодня сильно ошиблась -  пошутила о кулинарии в сообществе ВК и меня надолго забанили :,( Я все поняла и осознала, что перегнула палку. Больше не буду шутить про еду, простите! Пожалуйста, попросите модераторов разбанить: https://vk.com/alexvladykina
    Загрузить изображение (Не более 5 изображений размером до 10 МБ): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/322a******a6648e1f41a1f3c0c2b6920_******.jpg"" style=""max-height: 150px;"" ></img>
    Загрузить видео (Можно загрузить до 10 видеофайлов, размер каждого файла не должен превышать 200 Мб. Поддерживаемые форматы: .mp4, .webm, .ogg, .mov): 
    Email: 

2024-08-17 16:07:24 [客服] ***:
    Привет, дорогой Первопроходец!ヾ(•ω•`)o
    Мы уточним эту ситуацию у наших коллег. Как только получим ответ - сразу же напишем вам! (ﾉ*･ω･)ﾉ
    С наилучшими пожеланиями,
    Команда поддержки Honkai: Star Rail

2024-08-20 12:07:02 [玩家] ***:
    Разбаньте в сообществе ВК, пожалуйста. Завтра выходит баннер моего любимого персонажа и я хочу поучаствовать в обсуждениях. Или хотя бы ответьте, почему нет - в моем сообщении не было ничего оскорбительного или запрещенного.

2024-08-20 14:12:04 [客服] ***:
    Просим прощения за нескорый ответик и благодарим за ожидание! ( ﾉ ﾟｰﾟ)ﾉ
    Мы как раз получили новости от наших коллег. Так как вы уже получали наказания за нарушение правил, то, к сожалению, блокировочка останется, в-воооть.. Т.Т
    Пожалуйста, не нарушайте правила сообщества!
    С наилучшими пожеланиями,
    Команда поддержки Honkai: Star Rail

2024-08-20 16:07:03 [玩家] ***:
    Большое спасибо за ответ! Знать бы еще конкретнее, за что именно могут забанить, а то пояснения в правилах очень размыты! :(

2024-08-20 16:17:21 [客服] ***:
    Мы обязательно передадим вашу обратную связь касательно правил сообщества коллегам, воть! (✿◠‿◠)
    Если у вас есть какие-то дополнительные вопросики, пожалуйста, дайте нам знать. Будем рады помочь! ✪ ω ✪
    С наилучшими пожеланиями,
    Команда поддержки Honkai: Star Rail

2024-08-20 16:18:49 [玩家] ***:
    Вопросов больше нет, спасибо

2024-08-20 16:22:57 [客服] ***:
    Спасибо за ответ! Если в будущем у вас появятся какие-то вопросики, пожалуйста, не бойтесь вновь написать нам.
    Желаем хорошего денёчка! ♪(^∇^*)
    С наилучшими пожеланиями,
    Команда поддержки Honkai: Star Rail

"
115687293725179904,合格,,账号问题-报错提示 -邮箱验证码拦截,"2024-08-17 14:10:11 [玩家] ***:
    
    문제 피드백: 이메일 연동 변경시 자꾸 문제가 발생합니다.
우너랴 쓰던이메일 계정을 이제 쓰지 않을거라 이메일 연동을 변경하려 하는데 자꾸 이 오류메시지가 뜹니다.
새로고침도 해보고 기다렸다가도 해봤습니다.
오늘 내내 이러니 스트레스 받네요
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/5fbde65b247b267e6005ca34b1e8c2b4_******.jpg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-08-17 15:28:05 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    번거로우시더라도 다시 한번 인증 시도를 부탁드리오며 바로 수령하신 이메일의 코드를 입력하여 다시 한번 시도하여주시길 부탁드립니다
    만일 위 방식을 통하여 문제 해결이 어려우실 경우 다시 한번 문의주시길 부탁드립니다
    개척자님의 문의에 조금이나마 도움이 되었기를 바라오며
    기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115687292718612480,合格,Players use Traditional Chinese and CS uses Simplified Chinese to reply.,游戏问题-迷宫关卡-地图场景,"2024-08-17 14:09:56 [玩家] ***:
    
    問題描述: 在仙舟被卡出欄杆外了
    圖片上傳(最多上傳5張圖片，10MB以下): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/3efe3db3499f78cf28d355a5d8a******_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/******c5013f3eed1d******f2808c2ed_******.jpg"" style=""max-height: 150px;"" ></img>
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-17 15:33:51 [客服] ***:
    亲爱的开拓者您好，
    感谢您与我们取得联络!
    很抱歉造成您的困扰，请您尝试重新启动游戏或是传送到其他地图再回来，看看能否显示正常。
    麻烦开拓者了!
    《崩坏：星穹铁道》客服团队

"
115687159775952896,合格,,游戏问题-客户端问题-卡死/无响应,"2024-08-17 13:36:55 [玩家] ***:
    
    問題詳細: ピノコニーのハヌに変身する場面で敵に対してツボを落とすイベントがあると思うのですが敵にツボを落として再度リセットされた同じツボを落とそうとすると画面操作がなにもできなくなるバグが発生しました
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: ***@***.***

2024-08-17 17:36:07 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご不便をお掛けしておりますことお詫び申し上げます。
    お手数ではございますが、以下の操作で改善されるかお試しいただけますでしょうか。
    1．ゲーム内のスマホ画面で右下のアイコンからログアウトする
    2．「崩壊：スターレイル」のログイン画面まで戻った状態で「リソース検証」を行う
    ※星穹列車の画面の右上にございます、「更新」と記載のあるアイコンを押していただくと行えます
    3.再度「崩壊：スターレイル」にログインする。
    上記をお試しいただいても改善されない場合は、
    確認をいたしますため、下記項目をお書き添えのうえ、再度ご連絡いただけますでしょうか。
    ・お使いの機種およびOSのバージョン（記入例：iPhone11 13.4等）
    ・PC版をご利用の場合、下記6点をご確認の上、ご記載ください。
    OS:
    CPU：
    RAM：
    ビデオカード：
    DirectXバージョン：
    ストレージの空き容量：
    こちらのQ1をご参照の上、記載をお願いいたします。
    https://hsr.hoyoverse.com/ja-jp/news/******
    （URL先：『崩壊：スターレイル』PC版ランチャーに関するFAQ）
    ・問題の発生日時
    ※可能な限り詳細な時間をご記載ください
    ・問題発生時の詳細な状況について
    ・ご申告の状況が確認できる動画を添付ください
    円滑な確認を行うため、すでにご連絡いただいている点につきましても、
    再度ご記入をいただいた上でご返信くださいますでしょうか。
    大変お手数とは存じますが、よろしくお願いいたします。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115686993614340096,合格,,活动问题-游戏内版本活动-游戏内版本活动,"2024-08-17 12:55:40 [玩家] ***:
    
    Descrição do Problema: oiii não estou conseguindo completar o evento da 7 de março o evento não esta continuando
    Carregar imagem (Carregue até 5 imagens, inferiores a 10 MB): 
    Envio de video (Até 10 vídeos podem ser carregados. O tamanho de cada vídeo não pode exceder 200 MB. Formatos suportados: .mp4, .webm, .ogg, .mov): 
    Endereço de e-mail: ***@***.***

2024-08-18 03:24:49 [客服] ***:
    Saudações Desbravador,
    Obrigado por entrar em contato conosco, e sentimos muito pela inconveniência.
    Por favor, poderia nos fornecer um vídeo que mostre melhor o problema?
    Gostaríamos de dar uma olhada nisso para você~
    Ficamos no aguardo do seu retorno!
    Equipe SAC Honkai: Star Rail

"
115686993010360320,合格,The correct issue type should be Map and Environment,游戏问题-迷宫关卡-物件表现,"2024-08-17 12:55:30 [玩家] ***:
    
    问题详情描述: 在做任务时被卡住了，出不来
    图片上传(最多上传5张图片,10MB以下): 
    视频上传 (最多上传10个视频，每个视频容量不超过200MB，且仅支持mp4, .webm, .ogg, .mov): 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/c8db13bc4d4f******f0b2fe******e30a_******.mp4"" controls></video> <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/31f5f******cacd******a1534a_******.mp4"" controls></video>
    联系邮箱: 

2024-08-17 17:29:48 [客服] ***:
    亲爱的开拓者您好，
    感谢您的来信！(❁´◡`❁)
    对于您在探索过程中遇到的不便，我们深感抱歉 (┬┬﹏┬┬) 请尝试以下疑难排解方法，希望能解决您的问题：
    • 使用地图传送至其他区域，然后重新进入目标区域。
    • 使用“脱离卡死”按钮，该按钮位于设置中。
    • 关闭并重新启动《崩坏:星穹铁道》。
    如果问题仍然存在，请回复我们，以便我们提供进一步帮助。
    感谢您的耐心和合作，祝开拓者一切顺利！
    《崩坏:星穹铁道》客服团队

"
115686957442727936,合格,,活动问题-游戏内版本活动-游戏内版本活动,"2024-08-17 12:46:40 [玩家] ***:
    
    Issue Description: Way of Primaveral Blade quest is bugged at second duel. It keep saying “engage in promised duel”. I go to spit and talk to training doll and it just says what’s in the attached picture
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/ffe8a63f******fee813e******_******.jpg"" style=""max-height: 150px;"" ></img>
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: ***@***.***

2024-08-17 16:05:34 [客服] ***:
    (っ °Д °;)っ Greetings Trailblazer,
    Thank you for contacting us
    We apologize for the inconvenience, in this situation please kindly logout from the game and kindly restart the device to see if that helps in resolving the issue.
    If the issue persisted, please kindly provide us the following information for further checking.
    1. Platform (Android/IOS/ PC/ PS)
    2. Operation System, Device info (brand, model, CPU, GPU, etc.)
    3. Video demonstration of the issue.
    - Show us the Event Mission progress in Mission Menu.
    - Demonstrate the issue to us.
    *Reminder : please note that this ticket will expire automatically after 3 days with no answer, but don't worry, you can always start a new ticket if that happens.
    We hope to hear from you soon.
    Best Regards, 
    Honkai: Star Rail CS Team

2024-08-18 12:26:11 [玩家] ***:
    Hello, so I tired to log out and the issue is still present unfortunately. I am on using an IOS system as I play the game on an iPhone 12max pro. I have added the video as well below. 
    Thank you!
    <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/18/0/f62af******eaddb687f8bdd906c0e6e_******.mp4"" controls></video>

2024-08-20 11:55:57 [客服] ***:
    (っ °Д °;)っ Greetings Trailblazer,
    Thank you for waiting patiently
    For your current issue, please kindly provide us the complete video demonstration of the issue properly. 
    We have not received the information of the Event Mission progress in Mission Menu as requested in the previous response. 
    We hope to hear from you soon.
    Best Regards, 
    Honkai: Star Rail CS Team

"
115686910667784192,合格,,游戏问题-战斗及角色/怪物表现-战斗内,"2024-08-17 12:35:03 [玩家] ***:
    
    問題詳細: 黄泉の必殺技でなぜか当たり判定がない攻撃が存在する
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/6faf3a59fdf7b130b95dc5a5053cc5b9_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/a3d******dd9a4ee119c******d7f5028_******.mp4"" controls></video>
    Email: 

2024-08-17 17:34:19 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご不便をお掛けしておりますことお詫び申し上げます。
    確認をいたしますため、下記項目をお書き添えのうえ、再度ご連絡いただけますでしょうか。
    ・お使いの機種およびOSのバージョン（記入例：iPhone11 13.4等）
    ・PC版をご利用の場合、下記6点をご確認の上、ご記載ください。
    OS:
    CPU：
    RAM：
    ビデオカード：
    DirectXバージョン：
    ストレージの空き容量：
    こちらのQ1をご参照の上、記載をお願いいたします。
    https://hsr.hoyoverse.com/ja-jp/news/******
    （URL先：『崩壊：スターレイル』PC版ランチャーに関するFAQ）
    ・問題の発生日時
    ※可能な限り詳細な時間をご記載ください
    ・問題発生時の詳細な状況についてお知らせください
    大変お手数とは存じますが、よろしくお願いいたします。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115686856980758528,合格,,游戏问题-系统-跃迁,"2024-08-17 12:21:43 [玩家] ***:
    
    問題描述: 我玩這麼久了角色池只有僅僅2次沒歪然後一直吃大保，然後光錐池更誇張，75%不會歪結果我全歪，我嚴重懷疑我的這個帳號在抽卡機率設定有出現問題。
而且我想查抽卡紀錄結果一直找不到，一直說網路異常，安卓跟ios都試過、小帳也試過，但其他帳號查的到，就是這個帳號不管如何都一直說網路異常。我嚴重懷疑我的這個帳號有問題，希望可以得到幫助，不然我每次都一直吃大保底，拿不到想要的角色，實在是會沒心情玩下去。
    圖片上傳(最多上傳5張圖片，10MB以下): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/******ce674bf741fbc2e4eed0747e_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/9e8ad9eb13bf4f979cc1cf8f2cdf292b_******.jpg"" style=""max-height: 150px;"" ></img>
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-17 15:41:52 [客服] ***:
    親愛的開拓者您好，
    感謝您的來信！
    我們非常抱歉聽到您描述的情況，對於您所遇到的困難，我們深切理解並表示同情。我們知道您為了獲得心愛的角色而努力積攢星瓊，對於可能令您不滿意的結果，我們深感抱歉。
    通常情況下，雖然限定角色活動躍遷僅限時可用，您可以關注我們的社群媒體平台，隨時了解最新的新角色活動躍遷或回歸的角色活動躍遷 (｡•̀ᴗ-)✧ 在此期間，您可以通過完成任務或參與即將到來的活動來積累星瓊，以便計劃獲得您想要的角色。
    每一次躍遷都是一次冒險，我們相信每一次的努力都有其價值的噢。我們會持續努力提升遊戲體驗，希望能為開拓者帶來更多的喜悅與驚喜。
    關於獲得記錄查詢的問題，請在躍遷後等待約1-2小時，以便結果能夠更新到您的躍遷記錄中。如果等待後問題仍然存在，請嘗試以下故障排除方法：
    1. 切換至不同的網路環境（在WiFi和移動數據之間切換）。
    2. 嘗試減少家庭網路的擁擠情況，您可以嘗試以下步驟：
       (1) 減少連接家庭網路的設備數量。
       (2) 關閉可能佔用過多資源的應用程式。
       (3) 嘗試刷新/切換您的DNS設置。
    3. 嘗試重啟您的設備（如路由器/主機/其他連接到家庭網路的設備）並重置網路連接。
    4. 您也可以嘗試運行一些網路診斷工具，檢查您的防火牆或安全軟體、設備驅動程式、系統日誌等。
    5. 請關閉任何VPN/代理服務，並將設備設置為自動獲取DNS。
    6. 刷新躍遷記錄。
    注意：躍遷記錄最多只能顯示過去1年的結果。
    如果問題仍然存在，請提供以下詳細資訊，以便我們進一步協助您：
    1. 連接方式（WiFi、移動數據等）
    2. 網路服務提供商
    3. 設備資訊（iPhone 15、小米、華為、PC規格等）
    4. 位置IP
    感謝您的耐心和配合，希望開拓者一切順利 (❁´◡`❁)
    《崩壞：星穹鐵道》客服團隊

"
115686514188681216,合格,,游戏问题-迷宫关卡-地图场景,"2024-08-17 10:56:35 [玩家] ***:
    
    อธิบายปัญหา: ไม่เห็นภาพพื้นหลัง
    อัปโหลดรูปภาพ (อัปโหลดได้สูงสุด 5 ภาพ และขนาดไม่เกิน 10MB): 
    อัปโหลดวิดีโอ (อัปโหลดได้สูงสุด 10 คลิป โดยทุกคลิปต้องมีขนาดไม่เกิน 200MB และรองรับ .mp4, .webm, .ogg และ .mov): 
    Email ติดต่อ: 

2024-08-19 13:36:34 [客服] ***:
    เรียน ผู้บุกเบิก!
    ขอบคุณสำหรับการติดต่อเข้ามาครับ
    เพื่อการตรวจสอบเชิงลึกในกรณีดังกล่าวกับทางวิศวกรผู้เชี่ยวชาญของเรา ขออนุญาตทราบวิดีโอแสดงข้อขัดข้อง, ชื่ออุปกรณ์และสเปคดังกล่าวเข้ามาได้หรือไม่ครับ ข้อมูลดังกล่าวจะช่วยให้ทางทีมงานของเราทราบถึงสาเหตุ และสามารถแก้ไขได้เร็วขึ้นครับ
    หากได้รับข้อมูลดังกล่าวแล้ว ยินดีเป็นอย่างยิ่งที่จะประสานงานเพื่อแก้ไขทันทีครับ (´ ∀ ` *)
    ด้วยความเคารพ
    Honkai: Star Rail CS Team

"
115686505128984576,合格,,游戏问题-任务流程-活动任务,"2024-08-17 10:54:20 [玩家] ***:
    
    Problème: Bug de l'event temporaire ""Epopée de l'épée primordiale"" sur la quête ""Voie de la première lame"", j'étais sur la dernière quête de l'event mais j'ai décidé de le finir le lendemain, mais quand j'essaye de d'activer la quête, le dialogue qui s'active mais rien ne se passe après. Pouvez vous me donner des solutions ou régler le problème avant la fin de l'event, Merci beaucoup.
    Mettre en ligne l'image (Mettez en ligne jusqu'à 5 images, chacune de moins de 10 Mo): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/9ce1b755c932fb7196fb55b7def21e44_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/******d882c8d7de4884ca1efa95cc8d_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/3b5385e98afb30aa00a981d******b09_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/7f563cc0cf******f365ffb11aa******_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/c9e0b******a******a460d1821add6ee_******.png"" style=""max-height: 150px;"" ></img>
    Télécharger une vidéo (Un maximum de 10 vidéos peuvent être mises en ligne. La taille de chaque vidéo ne peut pas excéder 200 Mo. Formats pris en charge : .mp4, .webm, .ogg, .mov): 
    Informations de contact: ***@***.***

2024-08-19 15:05:09 [客服] ***:
    Cher Pionnier/Pionnière,
    Nous vous remercions de nous avoir contactés.
    Pourriez-vous suivre l'autre Mission d'Aventure intitulée « Voie de la première lame : Rhétorique » et la compléter ? Nous vous remercions pour votre patience et compréhension.
    Honkai: Star Rail CS Team

"
115685945776537600,合格,good job~,游戏问题-任务流程-活动任务,"2024-08-17 08:35:25 [玩家] ***:
    
    Issue Description: I was trying to do the new ""Saga of Primaveral Blade"" event for the rewards giving throughout completion and when I talk to the ""practice dummy"" to continue with the quest it does nothing with no indication of what to do or where to go, Please help (the details of what happens are in the attached files).
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/0af776a6cdd06c7e1c2b02d4d67b60c1_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/473f9c620d******a19c72fbe0eb92_******.png"" style=""max-height: 150px;"" ></img>
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/dc660e271ee7a02e827e******d4082_******.mp4"" controls></video>
    Contact Email: ***@***.***

2024-08-17 12:19:49 [客服] ***:
    Dear Trailblazer,
    Thanks for reaching out to us and we apologize for the inconvenience you may have experienced <(_ _)>
    Regarding this matter, please track or navigate the subtask rather than the main task from the event mission~
    If you still encounter any issue, please provide us with the screenshot of all the ongoing mission in your account ^^
    (Please note that this ticket will be closed automatically by the system after 3 days with no answer. Please kindly contact us again via new ticket if your problem isn't resolved yet, but your previous ticket is already closed.)
    Honkai: Star Rail CS Team

"
115685381860753408,合格,,游戏问题-系统-编队,"2024-08-17 06:15:22 [玩家] ***:
    
    問題詳細: ジェイドだけ毎回バフが顔を隠すように表示されます
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/59b1b58d8c******a0e4b2e7913c1_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/17/0/93fda1e******e579a323dbc******e44_******.mp4"" controls></video>
    Email: ***@***.***

2024-08-17 15:18:25 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせの件に関しまして、ご報告いただき誠にありがとうございます。
    ご申告事象の確認の結果、再現性を確認し、問題がございました際には修正を進めてまいりたく存じます。
    なお、仕様によるものの場合、現状のままとなりますことご了承いただきますようお願いいたします。
    この度は、ご連絡をいただきましたこと心よりお礼申し上げます。
    開拓者様がより楽しめるゲームとなるよう努めてまいる所存です。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115685164763643904,合格,,游戏问题-系统-背包/道具/商店/合成,"2024-08-17 05:21:27 [玩家] ***:
    
    問題描述: 我一開遊戲我的未熄的星芒跟未熄的餘燼還有專票全部不見了整整10章
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: ***@***.***

2024-08-17 17:31:27 [客服] ***:
    親愛的開拓者, 您好，
    感謝您聯絡我們！(◍•ᴗ•◍)
    為了協助您解決此問題，開拓者能否提供以下資料呢？ (≖ᴗ≖✿)。
    >相關問題的影片/圖片
    我們將在收到您的回覆後盡快處理您的問題。
    感謝您的耐心和理解！ (´,,•ω•,,)♡
    《崩壞：星穹鐵道》客服團隊

"
